date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,quarter,week_of_year,day_of_week,is_weekend
2012-06-05,11219,Tuesday,4,6,2012,d_494,No_Event,No_Event,No_Event,No_Event,1,1,1,2,23,1,0
2012-06-06,11219,Wednesday,5,6,2012,d_495,No_Event,No_Event,No_Event,No_Event,1,1,1,2,23,2,0
2012-06-07,11219,Thursday,6,6,2012,d_496,No_Event,No_Event,No_Event,No_Event,1,1,0,2,23,3,0
2012-06-08,11219,Friday,7,6,2012,d_497,No_Event,No_Event,No_Event,No_Event,1,0,1,2,23,4,0
2012-06-09,11220,Saturday,1,6,2012,d_498,No_Event,No_Event,No_Event,No_Event,1,1,1,2,23,5,1
2012-06-10,11220,Sunday,2,6,2012,d_499,No_Event,No_Event,No_Event,No_Event,1,0,0,2,23,6,1
2012-06-11,11220,Monday,3,6,2012,d_500,No_Event,No_Event,No_Event,No_Event,0,1,1,2,24,0,0
2012-06-12,11220,Tuesday,4,6,2012,d_501,NBAFinalsStart,Sporting,No_Event,No_Event,0,1,1,2,24,1,0
2012-06-13,11220,Wednesday,5,6,2012,d_502,No_Event,No_Event,No_Event,No_Event,0,1,0,2,24,2,0
2012-06-14,11220,Thursday,6,6,2012,d_503,No_Event,No_Event,No_Event,No_Event,0,0,1,2,24,3,0
2012-06-15,11220,Friday,7,6,2012,d_504,No_Event,No_Event,No_Event,No_Event,0,1,1,2,24,4,0
2012-06-16,11221,Saturday,1,6,2012,d_505,No_Event,No_Event,No_Event,No_Event,0,0,0,2,24,5,1
2012-06-17,11221,Sunday,2,6,2012,d_506,Father's day,Cultural,No_Event,No_Event,0,0,0,2,24,6,1
2012-06-18,11221,Monday,3,6,2012,d_507,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,0,0
2012-06-19,11221,Tuesday,4,6,2012,d_508,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,1,0
2012-06-20,11221,Wednesday,5,6,2012,d_509,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,2,0
2012-06-21,11221,Thursday,6,6,2012,d_510,NBAFinalsEnd,Sporting,No_Event,No_Event,0,0,0,2,25,3,0
2012-06-22,11221,Friday,7,6,2012,d_511,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,4,0
2012-06-23,11222,Saturday,1,6,2012,d_512,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,5,1
2012-06-24,11222,Sunday,2,6,2012,d_513,No_Event,No_Event,No_Event,No_Event,0,0,0,2,25,6,1
2012-06-25,11222,Monday,3,6,2012,d_514,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,0,0
2012-06-26,11222,Tuesday,4,6,2012,d_515,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,1,0
2012-06-27,11222,Wednesday,5,6,2012,d_516,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,2,0
2012-06-28,11222,Thursday,6,6,2012,d_517,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,3,0
2012-06-29,11222,Friday,7,6,2012,d_518,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,4,0
2012-06-30,11223,Saturday,1,6,2012,d_519,No_Event,No_Event,No_Event,No_Event,0,0,0,2,26,5,1
2012-07-01,11223,Sunday,2,7,2012,d_520,No_Event,No_Event,No_Event,No_Event,1,1,0,3,26,6,1
2012-07-02,11223,Monday,3,7,2012,d_521,No_Event,No_Event,No_Event,No_Event,1,0,1,3,27,0,0
2012-07-03,11223,Tuesday,4,7,2012,d_522,No_Event,No_Event,No_Event,No_Event,1,1,1,3,27,1,0
2012-07-04,11223,Wednesday,5,7,2012,d_523,IndependenceDay,National,No_Event,No_Event,1,0,0,3,27,2,0
2012-07-05,11223,Thursday,6,7,2012,d_524,No_Event,No_Event,No_Event,No_Event,1,1,1,3,27,3,0
2012-07-06,11223,Friday,7,7,2012,d_525,No_Event,No_Event,No_Event,No_Event,1,1,1,3,27,4,0
2012-07-07,11224,Saturday,1,7,2012,d_526,No_Event,No_Event,No_Event,No_Event,1,1,0,3,27,5,1
2012-07-08,11224,Sunday,2,7,2012,d_527,No_Event,No_Event,No_Event,No_Event,1,0,1,3,27,6,1
2012-07-09,11224,Monday,3,7,2012,d_528,No_Event,No_Event,No_Event,No_Event,1,1,1,3,28,0,0
2012-07-10,11224,Tuesday,4,7,2012,d_529,No_Event,No_Event,No_Event,No_Event,1,0,0,3,28,1,0
2012-07-11,11224,Wednesday,5,7,2012,d_530,No_Event,No_Event,No_Event,No_Event,0,1,1,3,28,2,0
2012-07-12,11224,Thursday,6,7,2012,d_531,No_Event,No_Event,No_Event,No_Event,0,1,1,3,28,3,0
2012-07-13,11224,Friday,7,7,2012,d_532,No_Event,No_Event,No_Event,No_Event,0,1,0,3,28,4,0
2012-07-14,11225,Saturday,1,7,2012,d_533,No_Event,No_Event,No_Event,No_Event,0,0,1,3,28,5,1
2012-07-15,11225,Sunday,2,7,2012,d_534,No_Event,No_Event,No_Event,No_Event,0,1,1,3,28,6,1
2012-07-16,11225,Monday,3,7,2012,d_535,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,0,0
2012-07-17,11225,Tuesday,4,7,2012,d_536,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,1,0
2012-07-18,11225,Wednesday,5,7,2012,d_537,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,2,0
2012-07-19,11225,Thursday,6,7,2012,d_538,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,3,0
2012-07-20,11225,Friday,7,7,2012,d_539,Ramadan starts,Religious,No_Event,No_Event,0,0,0,3,29,4,0
2012-07-21,11226,Saturday,1,7,2012,d_540,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,5,1
2012-07-22,11226,Sunday,2,7,2012,d_541,No_Event,No_Event,No_Event,No_Event,0,0,0,3,29,6,1
2012-07-23,11226,Monday,3,7,2012,d_542,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,0,0
2012-07-24,11226,Tuesday,4,7,2012,d_543,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,1,0
2012-07-25,11226,Wednesday,5,7,2012,d_544,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,2,0
2012-07-26,11226,Thursday,6,7,2012,d_545,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,3,0
2012-07-27,11226,Friday,7,7,2012,d_546,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,4,0
2012-07-28,11227,Saturday,1,7,2012,d_547,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,5,1
2012-07-29,11227,Sunday,2,7,2012,d_548,No_Event,No_Event,No_Event,No_Event,0,0,0,3,30,6,1
2012-07-30,11227,Monday,3,7,2012,d_549,No_Event,No_Event,No_Event,No_Event,0,0,0,3,31,0,0
2012-07-31,11227,Tuesday,4,7,2012,d_550,No_Event,No_Event,No_Event,No_Event,0,0,0,3,31,1,0
2012-08-01,11227,Wednesday,5,8,2012,d_551,No_Event,No_Event,No_Event,No_Event,1,1,0,3,31,2,0
2012-08-02,11227,Thursday,6,8,2012,d_552,No_Event,No_Event,No_Event,No_Event,1,0,1,3,31,3,0
2012-08-03,11227,Friday,7,8,2012,d_553,No_Event,No_Event,No_Event,No_Event,1,1,1,3,31,4,0
2012-08-04,11228,Saturday,1,8,2012,d_554,No_Event,No_Event,No_Event,No_Event,1,0,0,3,31,5,1
2012-08-05,11228,Sunday,2,8,2012,d_555,No_Event,No_Event,No_Event,No_Event,1,1,1,3,31,6,1
2012-08-06,11228,Monday,3,8,2012,d_556,No_Event,No_Event,No_Event,No_Event,1,1,1,3,32,0,0
2012-08-07,11228,Tuesday,4,8,2012,d_557,No_Event,No_Event,No_Event,No_Event,1,1,0,3,32,1,0
2012-08-08,11228,Wednesday,5,8,2012,d_558,No_Event,No_Event,No_Event,No_Event,1,0,1,3,32,2,0
2012-08-09,11228,Thursday,6,8,2012,d_559,No_Event,No_Event,No_Event,No_Event,1,1,1,3,32,3,0
2012-08-10,11228,Friday,7,8,2012,d_560,No_Event,No_Event,No_Event,No_Event,1,0,0,3,32,4,0
2012-08-11,11229,Saturday,1,8,2012,d_561,No_Event,No_Event,No_Event,No_Event,0,1,1,3,32,5,1
2012-08-12,11229,Sunday,2,8,2012,d_562,No_Event,No_Event,No_Event,No_Event,0,1,1,3,32,6,1
2012-08-13,11229,Monday,3,8,2012,d_563,No_Event,No_Event,No_Event,No_Event,0,1,0,3,33,0,0
2012-08-14,11229,Tuesday,4,8,2012,d_564,No_Event,No_Event,No_Event,No_Event,0,0,1,3,33,1,0
2012-08-15,11229,Wednesday,5,8,2012,d_565,No_Event,No_Event,No_Event,No_Event,0,1,1,3,33,2,0
2012-08-16,11229,Thursday,6,8,2012,d_566,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,3,0
2012-08-17,11229,Friday,7,8,2012,d_567,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,4,0
2012-08-18,11230,Saturday,1,8,2012,d_568,No_Event,No_Event,No_Event,No_Event,0,0,0,3,33,5,1
2012-08-19,11230,Sunday,2,8,2012,d_569,Eid al-Fitr,Religious,No_Event,No_Event,0,0,0,3,33,6,1
2012-08-20,11230,Monday,3,8,2012,d_570,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,0,0
2012-08-21,11230,Tuesday,4,8,2012,d_571,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,1,0
2012-08-22,11230,Wednesday,5,8,2012,d_572,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,2,0
2012-08-23,11230,Thursday,6,8,2012,d_573,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,3,0
2012-08-24,11230,Friday,7,8,2012,d_574,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,4,0
2012-08-25,11231,Saturday,1,8,2012,d_575,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,5,1
2012-08-26,11231,Sunday,2,8,2012,d_576,No_Event,No_Event,No_Event,No_Event,0,0,0,3,34,6,1
2012-08-27,11231,Monday,3,8,2012,d_577,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,0,0
2012-08-28,11231,Tuesday,4,8,2012,d_578,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,1,0
2012-08-29,11231,Wednesday,5,8,2012,d_579,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,2,0
2012-08-30,11231,Thursday,6,8,2012,d_580,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,3,0
2012-08-31,11231,Friday,7,8,2012,d_581,No_Event,No_Event,No_Event,No_Event,0,0,0,3,35,4,0
2012-09-01,11232,Saturday,1,9,2012,d_582,No_Event,No_Event,No_Event,No_Event,1,1,0,3,35,5,1
2012-09-02,11232,Sunday,2,9,2012,d_583,No_Event,No_Event,No_Event,No_Event,1,0,1,3,35,6,1
2012-09-03,11232,Monday,3,9,2012,d_584,LaborDay,National,No_Event,No_Event,1,1,1,3,36,0,0
2012-09-04,11232,Tuesday,4,9,2012,d_585,No_Event,No_Event,No_Event,No_Event,1,0,0,3,36,1,0
2012-09-05,11232,Wednesday,5,9,2012,d_586,No_Event,No_Event,No_Event,No_Event,1,1,1,3,36,2,0
2012-09-06,11232,Thursday,6,9,2012,d_587,No_Event,No_Event,No_Event,No_Event,1,1,1,3,36,3,0
2012-09-07,11232,Friday,7,9,2012,d_588,No_Event,No_Event,No_Event,No_Event,1,1,0,3,36,4,0
2012-09-08,11233,Saturday,1,9,2012,d_589,No_Event,No_Event,No_Event,No_Event,1,0,1,3,36,5,1
2012-09-09,11233,Sunday,2,9,2012,d_590,No_Event,No_Event,No_Event,No_Event,1,1,1,3,36,6,1
2012-09-10,11233,Monday,3,9,2012,d_591,No_Event,No_Event,No_Event,No_Event,1,0,0,3,37,0,0
2012-09-11,11233,Tuesday,4,9,2012,d_592,No_Event,No_Event,No_Event,No_Event,0,1,1,3,37,1,0
2012-09-12,11233,Wednesday,5,9,2012,d_593,No_Event,No_Event,No_Event,No_Event,0,1,1,3,37,2,0
2012-09-13,11233,Thursday,6,9,2012,d_594,No_Event,No_Event,No_Event,No_Event,0,1,0,3,37,3,0
2012-09-14,11233,Friday,7,9,2012,d_595,No_Event,No_Event,No_Event,No_Event,0,0,1,3,37,4,0
2012-09-15,11234,Saturday,1,9,2012,d_596,No_Event,No_Event,No_Event,No_Event,0,1,1,3,37,5,1
2012-09-16,11234,Sunday,2,9,2012,d_597,No_Event,No_Event,No_Event,No_Event,0,0,0,3,37,6,1
2012-09-17,11234,Monday,3,9,2012,d_598,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,0,0
2012-09-18,11234,Tuesday,4,9,2012,d_599,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,1,0
2012-09-19,11234,Wednesday,5,9,2012,d_600,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,2,0
2012-09-20,11234,Thursday,6,9,2012,d_601,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,3,0
2012-09-21,11234,Friday,7,9,2012,d_602,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,4,0
2012-09-22,11235,Saturday,1,9,2012,d_603,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,5,1
2012-09-23,11235,Sunday,2,9,2012,d_604,No_Event,No_Event,No_Event,No_Event,0,0,0,3,38,6,1
2012-09-24,11235,Monday,3,9,2012,d_605,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,0,0
2012-09-25,11235,Tuesday,4,9,2012,d_606,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,1,0
2012-09-26,11235,Wednesday,5,9,2012,d_607,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,2,0
2012-09-27,11235,Thursday,6,9,2012,d_608,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,3,0
2012-09-28,11235,Friday,7,9,2012,d_609,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,4,0
2012-09-29,11236,Saturday,1,9,2012,d_610,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,5,1
2012-09-30,11236,Sunday,2,9,2012,d_611,No_Event,No_Event,No_Event,No_Event,0,0,0,3,39,6,1
2012-10-01,11236,Monday,3,10,2012,d_612,No_Event,No_Event,No_Event,No_Event,1,1,0,4,40,0,0
2012-10-02,11236,Tuesday,4,10,2012,d_613,No_Event,No_Event,No_Event,No_Event,1,0,1,4,40,1,0
2012-10-03,11236,Wednesday,5,10,2012,d_614,No_Event,No_Event,No_Event,No_Event,1,1,1,4,40,2,0
2012-10-04,11236,Thursday,6,10,2012,d_615,No_Event,No_Event,No_Event,No_Event,1,0,0,4,40,3,0
2012-10-05,11236,Friday,7,10,2012,d_616,No_Event,No_Event,No_Event,No_Event,1,1,1,4,40,4,0
2012-10-06,11237,Saturday,1,10,2012,d_617,No_Event,No_Event,No_Event,No_Event,1,1,1,4,40,5,1
2012-10-07,11237,Sunday,2,10,2012,d_618,No_Event,No_Event,No_Event,No_Event,1,1,0,4,40,6,1
2012-10-08,11237,Monday,3,10,2012,d_619,ColumbusDay,National,No_Event,No_Event,1,0,1,4,41,0,0
2012-10-09,11237,Tuesday,4,10,2012,d_620,No_Event,No_Event,No_Event,No_Event,1,1,1,4,41,1,0
2012-10-10,11237,Wednesday,5,10,2012,d_621,No_Event,No_Event,No_Event,No_Event,1,0,0,4,41,2,0
2012-10-11,11237,Thursday,6,10,2012,d_622,No_Event,No_Event,No_Event,No_Event,0,1,1,4,41,3,0
2012-10-12,11237,Friday,7,10,2012,d_623,No_Event,No_Event,No_Event,No_Event,0,1,1,4,41,4,0
2012-10-13,11238,Saturday,1,10,2012,d_624,No_Event,No_Event,No_Event,No_Event,0,1,0,4,41,5,1
2012-10-14,11238,Sunday,2,10,2012,d_625,No_Event,No_Event,No_Event,No_Event,0,0,1,4,41,6,1
2012-10-15,11238,Monday,3,10,2012,d_626,No_Event,No_Event,No_Event,No_Event,0,1,1,4,42,0,0
2012-10-16,11238,Tuesday,4,10,2012,d_627,No_Event,No_Event,No_Event,No_Event,0,0,0,4,42,1,0
2012-10-17,11238,Wednesday,5,10,2012,d_628,No_Event,No_Event,No_Event,No_Event,0,0,0,4,42,2,0
2012-10-18,11238,Thursday,6,10,2012,d_629,No_Event,No_Event,No_Event,No_Event,0,0,0,4,42,3,0
2012-10-19,11238,Friday,7,10,2012,d_630,No_Event,No_Event,No_Event,No_Event,0,0,0,4,42,4,0
2012-10-20,11239,Saturday,1,10,2012,d_631,No_Event,No_Event,No_Event,No_Event,0,0,0,4,42,5,1
2012-10-21,11239,Sunday,2,10,2012,d_632,No_Event,No_Event,No_Event,No_Event,0,0,0,4,42,6,1
2012-10-22,11239,Monday,3,10,2012,d_633,No_Event,No_Event,No_Event,No_Event,0,0,0,4,43,0,0
2012-10-23,11239,Tuesday,4,10,2012,d_634,No_Event,No_Event,No_Event,No_Event,0,0,0,4,43,1,0
2012-10-24,11239,Wednesday,5,10,2012,d_635,No_Event,No_Event,No_Event,No_Event,0,0,0,4,43,2,0
2012-10-25,11239,Thursday,6,10,2012,d_636,No_Event,No_Event,No_Event,No_Event,0,0,0,4,43,3,0
2012-10-26,11239,Friday,7,10,2012,d_637,EidAlAdha,Religious,No_Event,No_Event,0,0,0,4,43,4,0
2012-10-27,11240,Saturday,1,10,2012,d_638,No_Event,No_Event,No_Event,No_Event,0,0,0,4,43,5,1
2012-10-28,11240,Sunday,2,10,2012,d_639,No_Event,No_Event,No_Event,No_Event,0,0,0,4,43,6,1
2012-10-29,11240,Monday,3,10,2012,d_640,No_Event,No_Event,No_Event,No_Event,0,0,0,4,44,0,0
2012-10-30,11240,Tuesday,4,10,2012,d_641,No_Event,No_Event,No_Event,No_Event,0,0,0,4,44,1,0
2012-10-31,11240,Wednesday,5,10,2012,d_642,Halloween,Cultural,No_Event,No_Event,0,0,0,4,44,2,0
2012-11-01,11240,Thursday,6,11,2012,d_643,No_Event,No_Event,No_Event,No_Event,1,1,0,4,44,3,0
2012-11-02,11240,Friday,7,11,2012,d_644,No_Event,No_Event,No_Event,No_Event,1,0,1,4,44,4,0
2012-11-03,11241,Saturday,1,11,2012,d_645,No_Event,No_Event,No_Event,No_Event,1,1,1,4,44,5,1
2012-11-04,11241,Sunday,2,11,2012,d_646,No_Event,No_Event,No_Event,No_Event,1,0,0,4,44,6,1
2012-11-05,11241,Monday,3,11,2012,d_647,No_Event,No_Event,No_Event,No_Event,1,1,1,4,45,0,0
2012-11-06,11241,Tuesday,4,11,2012,d_648,No_Event,No_Event,No_Event,No_Event,1,1,1,4,45,1,0
2012-11-07,11241,Wednesday,5,11,2012,d_649,No_Event,No_Event,No_Event,No_Event,1,1,0,4,45,2,0
2012-11-08,11241,Thursday,6,11,2012,d_650,No_Event,No_Event,No_Event,No_Event,1,0,1,4,45,3,0
2012-11-09,11241,Friday,7,11,2012,d_651,No_Event,No_Event,No_Event,No_Event,1,1,1,4,45,4,0
2012-11-10,11242,Saturday,1,11,2012,d_652,No_Event,No_Event,No_Event,No_Event,1,0,0,4,45,5,1
2012-11-11,11242,Sunday,2,11,2012,d_653,VeteransDay,National,No_Event,No_Event,0,1,1,4,45,6,1
2012-11-12,11242,Monday,3,11,2012,d_654,No_Event,No_Event,No_Event,No_Event,0,1,1,4,46,0,0
2012-11-13,11242,Tuesday,4,11,2012,d_655,No_Event,No_Event,No_Event,No_Event,0,1,0,4,46,1,0
2012-11-14,11242,Wednesday,5,11,2012,d_656,No_Event,No_Event,No_Event,No_Event,0,0,1,4,46,2,0
2012-11-15,11242,Thursday,6,11,2012,d_657,No_Event,No_Event,No_Event,No_Event,0,1,1,4,46,3,0
2012-11-16,11242,Friday,7,11,2012,d_658,No_Event,No_Event,No_Event,No_Event,0,0,0,4,46,4,0
2012-11-17,11243,Saturday,1,11,2012,d_659,No_Event,No_Event,No_Event,No_Event,0,0,0,4,46,5,1
2012-11-18,11243,Sunday,2,11,2012,d_660,No_Event,No_Event,No_Event,No_Event,0,0,0,4,46,6,1
2012-11-19,11243,Monday,3,11,2012,d_661,No_Event,No_Event,No_Event,No_Event,0,0,0,4,47,0,0
2012-11-20,11243,Tuesday,4,11,2012,d_662,No_Event,No_Event,No_Event,No_Event,0,0,0,4,47,1,0
2012-11-21,11243,Wednesday,5,11,2012,d_663,No_Event,No_Event,No_Event,No_Event,0,0,0,4,47,2,0
2012-11-22,11243,Thursday,6,11,2012,d_664,Thanksgiving,National,No_Event,No_Event,0,0,0,4,47,3,0
2012-11-23,11243,Friday,7,11,2012,d_665,No_Event,No_Event,No_Event,No_Event,0,0,0,4,47,4,0
2012-11-24,11244,Saturday,1,11,2012,d_666,No_Event,No_Event,No_Event,No_Event,0,0,0,4,47,5,1
2012-11-25,11244,Sunday,2,11,2012,d_667,No_Event,No_Event,No_Event,No_Event,0,0,0,4,47,6,1
2012-11-26,11244,Monday,3,11,2012,d_668,No_Event,No_Event,No_Event,No_Event,0,0,0,4,48,0,0
2012-11-27,11244,Tuesday,4,11,2012,d_669,No_Event,No_Event,No_Event,No_Event,0,0,0,4,48,1,0
2012-11-28,11244,Wednesday,5,11,2012,d_670,No_Event,No_Event,No_Event,No_Event,0,0,0,4,48,2,0
2012-11-29,11244,Thursday,6,11,2012,d_671,No_Event,No_Event,No_Event,No_Event,0,0,0,4,48,3,0
2012-11-30,11244,Friday,7,11,2012,d_672,No_Event,No_Event,No_Event,No_Event,0,0,0,4,48,4,0
2012-12-01,11245,Saturday,1,12,2012,d_673,No_Event,No_Event,No_Event,No_Event,1,1,0,4,48,5,1
2012-12-02,11245,Sunday,2,12,2012,d_674,No_Event,No_Event,No_Event,No_Event,1,0,1,4,48,6,1
2012-12-03,11245,Monday,3,12,2012,d_675,No_Event,No_Event,No_Event,No_Event,1,1,1,4,49,0,0
2012-12-04,11245,Tuesday,4,12,2012,d_676,No_Event,No_Event,No_Event,No_Event,1,0,0,4,49,1,0
2012-12-05,11245,Wednesday,5,12,2012,d_677,No_Event,No_Event,No_Event,No_Event,1,1,1,4,49,2,0
2012-12-06,11245,Thursday,6,12,2012,d_678,No_Event,No_Event,No_Event,No_Event,1,1,1,4,49,3,0
2012-12-07,11245,Friday,7,12,2012,d_679,No_Event,No_Event,No_Event,No_Event,1,1,0,4,49,4,0
2012-12-08,11246,Saturday,1,12,2012,d_680,No_Event,No_Event,No_Event,No_Event,1,0,1,4,49,5,1
2012-12-09,11246,Sunday,2,12,2012,d_681,No_Event,No_Event,No_Event,No_Event,1,1,1,4,49,6,1
2012-12-10,11246,Monday,3,12,2012,d_682,No_Event,No_Event,No_Event,No_Event,1,0,0,4,50,0,0
2012-12-11,11246,Tuesday,4,12,2012,d_683,No_Event,No_Event,No_Event,No_Event,0,1,1,4,50,1,0
2012-12-12,11246,Wednesday,5,12,2012,d_684,No_Event,No_Event,No_Event,No_Event,0,1,1,4,50,2,0
2012-12-13,11246,Thursday,6,12,2012,d_685,No_Event,No_Event,No_Event,No_Event,0,1,0,4,50,3,0
2012-12-14,11246,Friday,7,12,2012,d_686,No_Event,No_Event,No_Event,No_Event,0,0,1,4,50,4,0
2012-12-15,11247,Saturday,1,12,2012,d_687,No_Event,No_Event,No_Event,No_Event,0,1,1,4,50,5,1
2012-12-16,11247,Sunday,2,12,2012,d_688,Chanukah End,Religious,No_Event,No_Event,0,0,0,4,50,6,1
2012-12-17,11247,Monday,3,12,2012,d_689,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,0,0
2012-12-18,11247,Tuesday,4,12,2012,d_690,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,1,0
2012-12-19,11247,Wednesday,5,12,2012,d_691,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,2,0
2012-12-20,11247,Thursday,6,12,2012,d_692,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,3,0
2012-12-21,11247,Friday,7,12,2012,d_693,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,4,0
2012-12-22,11248,Saturday,1,12,2012,d_694,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,5,1
2012-12-23,11248,Sunday,2,12,2012,d_695,No_Event,No_Event,No_Event,No_Event,0,0,0,4,51,6,1
2012-12-24,11248,Monday,3,12,2012,d_696,No_Event,No_Event,No_Event,No_Event,0,0,0,4,52,0,0
2012-12-25,11248,Tuesday,4,12,2012,d_697,Christmas,National,No_Event,No_Event,0,0,0,4,52,1,0
2012-12-26,11248,Wednesday,5,12,2012,d_698,No_Event,No_Event,No_Event,No_Event,0,0,0,4,52,2,0
2012-12-27,11248,Thursday,6,12,2012,d_699,No_Event,No_Event,No_Event,No_Event,0,0,0,4,52,3,0
2012-12-28,11248,Friday,7,12,2012,d_700,No_Event,No_Event,No_Event,No_Event,0,0,0,4,52,4,0
2012-12-29,11249,Saturday,1,12,2012,d_701,No_Event,No_Event,No_Event,No_Event,0,0,0,4,52,5,1
2012-12-30,11249,Sunday,2,12,2012,d_702,No_Event,No_Event,No_Event,No_Event,0,0,0,4,52,6,1
2012-12-31,11249,Monday,3,12,2012,d_703,No_Event,No_Event,No_Event,No_Event,0,0,0,4,1,0,0
2013-01-01,11249,Tuesday,4,1,2013,d_704,NewYear,National,No_Event,No_Event,1,1,0,1,1,1,0
2013-01-02,11249,Wednesday,5,1,2013,d_705,No_Event,No_Event,No_Event,No_Event,1,0,1,1,1,2,0
2013-01-03,11249,Thursday,6,1,2013,d_706,No_Event,No_Event,No_Event,No_Event,1,1,1,1,1,3,0
2013-01-04,11249,Friday,7,1,2013,d_707,No_Event,No_Event,No_Event,No_Event,1,0,0,1,1,4,0
2013-01-05,11250,Saturday,1,1,2013,d_708,No_Event,No_Event,No_Event,No_Event,1,1,1,1,1,5,1
2013-01-06,11250,Sunday,2,1,2013,d_709,No_Event,No_Event,No_Event,No_Event,1,1,1,1,1,6,1
2013-01-07,11250,Monday,3,1,2013,d_710,OrthodoxChristmas,Religious,No_Event,No_Event,1,1,0,1,2,0,0
2013-01-08,11250,Tuesday,4,1,2013,d_711,No_Event,No_Event,No_Event,No_Event,1,0,1,1,2,1,0
2013-01-09,11250,Wednesday,5,1,2013,d_712,No_Event,No_Event,No_Event,No_Event,1,1,1,1,2,2,0
2013-01-10,11250,Thursday,6,1,2013,d_713,No_Event,No_Event,No_Event,No_Event,1,0,0,1,2,3,0
2013-01-11,11250,Friday,7,1,2013,d_714,No_Event,No_Event,No_Event,No_Event,0,1,1,1,2,4,0
2013-01-12,11251,Saturday,1,1,2013,d_715,No_Event,No_Event,No_Event,No_Event,0,1,1,1,2,5,1
2013-01-13,11251,Sunday,2,1,2013,d_716,No_Event,No_Event,No_Event,No_Event,0,1,0,1,2,6,1
2013-01-14,11251,Monday,3,1,2013,d_717,No_Event,No_Event,No_Event,No_Event,0,0,1,1,3,0,0
2013-01-15,11251,Tuesday,4,1,2013,d_718,No_Event,No_Event,No_Event,No_Event,0,1,1,1,3,1,0
2013-01-16,11251,Wednesday,5,1,2013,d_719,No_Event,No_Event,No_Event,No_Event,0,0,0,1,3,2,0
2013-01-17,11251,Thursday,6,1,2013,d_720,No_Event,No_Event,No_Event,No_Event,0,0,0,1,3,3,0
2013-01-18,11251,Friday,7,1,2013,d_721,No_Event,No_Event,No_Event,No_Event,0,0,0,1,3,4,0
2013-01-19,11252,Saturday,1,1,2013,d_722,No_Event,No_Event,No_Event,No_Event,0,0,0,1,3,5,1
2013-01-20,11252,Sunday,2,1,2013,d_723,No_Event,No_Event,No_Event,No_Event,0,0,0,1,3,6,1
2013-01-21,11252,Monday,3,1,2013,d_724,MartinLutherKingDay,National,No_Event,No_Event,0,0,0,1,4,0,0
