item_id,dept_id,cat_id,total_units_sold,total_revenue,days_with_demand,revenue_share,cumulative_revenue_share,abc_class,demand_days,average_demand_interval,cv_squared,demand_pattern
HOBBIES_1_178,HOBBIES_1,HOBBIES,15973,7574.28,1478,0.00032997239538787835,0.6905535114415806,A,1478,1.3132611637347766,0.8245041400601693,Erratic
FOODS_3_820,FOODS_3,FOODS,3857,7573.72,1553,0.00032994799907015346,0.6908834594406508,A,1553,1.2498390212491952,0.41301901944919583,Smooth
FOODS_3_287,FOODS_3,FOODS,1240,7573.14,747,0.000329922731455367,0.6912133821721061,A,747,2.5983935742971886,0.38510841205123153,Intermittent
HOUSEHOLD_1_336,HOUSEHOLD_1,HOUSEHOLD,1554,7567.9800000000005,897,0.0003296979368134735,0.6915430801089196,A,897,2.1638795986622075,0.394087814545102,Intermittent
FOODS_3_026,FOODS_3,FOODS,3820,7563.599999999999,1399,0.0003295071227569824,0.6918725872316767,A,1399,1.387419585418156,0.4604570077417765,Intermittent
HOBBIES_1_016,HOBBIES_1,HOBBIES,10723,7555.5199999999995,1541,0.0003291551187440948,0.6922017423504208,A,1541,1.2595717066839713,1.3476071401428147,Erratic
FOODS_2_240,FOODS_2,FOODS,3512,7546.740000000001,822,0.0003287726193340512,0.6925305149697548,A,822,2.3613138686131387,0.4524624666313932,Intermittent
FOODS_2_251,FOODS_2,FOODS,998,7546.5,596,0.00032876216376931193,0.6928592771335241,A,596,3.2567114093959733,0.4452633732799629,Intermittent
FOODS_1_005,FOODS_1,FOODS,2266,7542.04,901,0.0003285678645245745,0.6931878449980488,A,901,2.1542730299667037,0.8521632649687294,Lumpy
FOODS_3_515,FOODS_3,FOODS,2617,7536.96,802,0.00032834655507092735,0.6935161915531197,A,802,2.420199501246883,0.4522861679616033,Intermittent
HOBBIES_1_093,HOBBIES_1,HOBBIES,371,7510.94,328,0.00032721299759378195,0.6938434045507135,A,328,5.9176829268292686,0.10365004186865863,Intermittent
HOUSEHOLD_2_308,HOUSEHOLD_2,HOUSEHOLD,2163,7490.76,887,0.0003263338588586247,0.6941697384095721,A,887,2.188275084554679,0.5964336420134589,Lumpy
HOUSEHOLD_1_443,HOUSEHOLD_1,HOUSEHOLD,2965,7479.05,1186,0.00032582371442905616,0.6944955621240011,A,1186,1.636593591905565,0.37380590717299605,Intermittent
HOUSEHOLD_1_251,HOUSEHOLD_1,HOUSEHOLD,3776,7476.48,1553,0.0003257117527566402,0.6948212738767577,A,1553,1.2498390212491952,0.4452189100911823,Smooth
HOBBIES_1_023,HOBBIES_1,HOBBIES,2189,7471.88,1040,0.00032551135443247155,0.6951467852311902,A,1040,1.8663461538461539,0.3566322321185129,Intermittent
HOUSEHOLD_1_397,HOUSEHOLD_1,HOUSEHOLD,2693,7464.19,1097,0.0003251763407122852,0.6954719615719025,A,1097,1.7693710118505013,0.4769170074705042,Intermittent
HOUSEHOLD_1_125,HOUSEHOLD_1,HOUSEHOLD,1304,7458.88,855,0.00032494501134242964,0.6957969065832449,A,855,2.270175438596491,0.2996325054123141,Intermittent
FOODS_1_167,FOODS_1,FOODS,1617,7457.05,937,0.000324865287661293,0.6961217718709062,A,937,2.0715048025613663,0.39910509384402854,Intermittent
HOUSEHOLD_1_028,HOUSEHOLD_1,HOUSEHOLD,2575,7453.46,1235,0.0003247088898387353,0.6964464807607449,A,1235,1.57165991902834,0.4015361777323403,Intermittent
HOBBIES_1_256,HOBBIES_1,HOBBIES,15649,7452.7,1477,0.00032467578055039436,0.6967711565412953,A,1477,1.3141503046716316,0.8139367867886054,Erratic
FOODS_3_403,FOODS_3,FOODS,4966,7449.0,722,0.00032451459059399784,0.6970956711318893,A,722,2.688365650969529,0.5913110175478513,Lumpy
HOUSEHOLD_1_214,HOUSEHOLD_1,HOUSEHOLD,4036,7436.530000000001,988,0.00032397133687608843,0.6974196424687654,A,988,1.964574898785425,0.3266976246260364,Intermittent
FOODS_3_792,FOODS_3,FOODS,7424,7424.0,1433,0.0003234254692669942,0.6977430679380324,A,1433,1.3545010467550593,0.5841604020474723,Lumpy
FOODS_3_588,FOODS_3,FOODS,1914,7420.6,720,0.00032327734876652175,0.6980663452867989,A,720,2.6958333333333333,0.4270728493482893,Intermittent
HOUSEHOLD_1_181,HOUSEHOLD_1,HOUSEHOLD,1838,7418.17,1114,0.00032317148617353695,0.6983895167729725,A,1114,1.7423698384201076,0.2876299781716291,Intermittent
HOBBIES_1_278,HOBBIES_1,HOBBIES,13415,7417.37,1124,0.00032313663429107286,0.6987126534072635,A,1124,1.7268683274021353,1.498692321351734,Lumpy
HOBBIES_1_031,HOBBIES_1,HOBBIES,675,7411.110000000001,558,0.0003228639183107912,0.6990355173255743,A,558,3.478494623655914,0.1674309196090167,Intermittent
HOUSEHOLD_1_522,HOUSEHOLD_1,HOUSEHOLD,4182,7409.74,1371,0.00032280423446207133,0.6993583215600364,A,1371,1.4157549234135667,0.48148163437455627,Intermittent
FOODS_3_138,FOODS_3,FOODS,3736,7397.28,1277,0.00032226141639269274,0.6996805829764291,A,1277,1.5199686765857479,0.5872753611518443,Lumpy
HOBBIES_1_133,HOBBIES_1,HOBBIES,576,7386.64,460,0.00032179788635592,0.700002380862785,A,460,4.219565217391304,0.17611588531160075,Intermittent
FOODS_1_216,FOODS_1,FOODS,1491,7374.860000000001,882,0.00032128469238663595,0.7003236655551717,A,882,2.2006802721088436,0.7437514087096485,Lumpy
HOBBIES_1_020,HOBBIES_1,HOBBIES,617,7371.18,492,0.000321124373727301,0.700644789928899,A,492,3.9451219512195124,0.1932720562581195,Intermittent
FOODS_2_224,FOODS_2,FOODS,1277,7362.52,770,0.00032074710209962695,0.7009655370309986,A,770,2.520779220779221,0.3343468410305566,Intermittent
HOUSEHOLD_2_391,HOUSEHOLD_2,HOUSEHOLD,649,7358.29,531,0.0003205628227710979,0.7012860998537698,A,531,3.6553672316384183,0.21191330110712614,Intermittent
HOUSEHOLD_2_223,HOUSEHOLD_2,HOUSEHOLD,491,7350.27,432,0.00032021343264939517,0.7016063132864192,A,432,4.493055555555555,0.09868081518480683,Intermittent
FOODS_2_174,FOODS_2,FOODS,2659,7338.9,964,0.00031971810026987387,0.7019260313866891,A,964,2.013485477178423,0.5280247985807888,Lumpy
FOODS_3_620,FOODS_3,FOODS,1116,7338.18,702,0.0003196867335756562,0.7022457181202647,A,702,2.764957264957265,0.3272959248049094,Intermittent
FOODS_2_038,FOODS_2,FOODS,1214,7329.52,813,0.00031930946194798213,0.7025650275822127,A,813,2.3874538745387452,0.28897883909500166,Intermittent
HOBBIES_1_351,HOBBIES_1,HOBBIES,1271,7323.36,836,0.0003190411024530084,0.7028840686846657,A,836,2.3217703349282295,0.35577311498637615,Intermittent
FOODS_3_381,FOODS_3,FOODS,2460,7309.8,676,0.00031845036304524167,0.7032025190477109,A,676,2.871301775147929,0.5750114917879076,Lumpy
HOBBIES_1_407,HOBBIES_1,HOBBIES,2629,7282.34,1150,0.0003172540721796609,0.7035197731198906,A,1150,1.6878260869565218,0.4081464894435152,Intermittent
FOODS_3_814,FOODS_3,FOODS,4232,7277.759999999999,1225,0.00031705454515255384,0.7038368276650431,A,1225,1.5844897959183672,0.48052965068714376,Intermittent
HOUSEHOLD_1_157,HOUSEHOLD_1,HOUSEHOLD,1666,7277.049999999999,670,0.0003170236141068669,0.70415385127915,A,670,2.8970149253731345,0.5172032475585315,Lumpy
HOUSEHOLD_2_152,HOUSEHOLD_2,HOUSEHOLD,586,7261.97,463,0.0003163666561224184,0.7044702179352724,A,463,4.1922246220302375,0.2247396125251429,Intermittent
FOODS_2_204,FOODS_2,FOODS,7140,7256.86,1382,0.0003161440397231788,0.7047863619749956,A,1382,1.4044862518089725,0.5853172513201728,Lumpy
FOODS_2_024,FOODS_2,FOODS,2894,7253.32,1164,0.0003159898201432751,0.7051023517951388,A,1164,1.6675257731958764,0.42464372406784745,Intermittent
HOUSEHOLD_1_173,HOUSEHOLD_1,HOUSEHOLD,7469,7244.93,1595,0.00031562431102593274,0.7054179761061647,A,1595,1.2169278996865205,0.5881934412477385,Erratic
FOODS_2_353,FOODS_2,FOODS,2467,7235.24,830,0.00031520216759958606,0.7057331782737644,A,830,2.33855421686747,0.5855376968008589,Lumpy
FOODS_3_244,FOODS_3,FOODS,732,7223.240000000001,561,0.0003146793893626244,0.7060478576631269,A,561,3.4598930481283423,0.19810462817215038,Intermittent
HOBBIES_1_058,HOBBIES_1,HOBBIES,860,7214.75,623,0.00031430952375997395,0.7063621671868869,A,623,3.115569823434992,0.28419332427887484,Intermittent
FOODS_3_103,FOODS_3,FOODS,2215,7214.099999999999,1205,0.0003142812066054718,0.7066764483934924,A,1205,1.6107883817427386,0.374969902718171,Intermittent
FOODS_3_721,FOODS_3,FOODS,3585,7182.5,1145,0.00031290455724813926,0.7069893529507405,A,1145,1.6951965065502184,0.7361980953829834,Lumpy
FOODS_2_321,FOODS_2,FOODS,2402,7161.21,1169,0.000311977061526063,0.7073013300122666,A,1169,1.660393498716852,0.40486352364554856,Intermittent
HOUSEHOLD_1_234,HOUSEHOLD_1,HOUSEHOLD,7382,7160.54,1687,0.0003119478730744993,0.7076132778853411,A,1687,1.1505631298162418,0.42993780307689156,Smooth
FOODS_1_021,FOODS_1,FOODS,7300,7154.0,985,0.00031166295893535515,0.7079249408442765,A,985,1.9705583756345177,1.011839408009862,Lumpy
HOUSEHOLD_2_248,HOUSEHOLD_2,HOUSEHOLD,791,7148.070000000001,349,0.00031140461935658993,0.7082363454636331,A,349,5.56160458452722,0.4375687698959077,Intermittent
FOODS_3_387,FOODS_3,FOODS,2728,7145.0,817,0.00031127087525763383,0.7085476163388907,A,817,2.375764993880049,0.49826345228716984,Lumpy
FOODS_3_656,FOODS_3,FOODS,2085,7143.5,896,0.00031120552797801363,0.7088588218668688,A,896,2.166294642857143,0.4397464054880456,Intermittent
FOODS_3_015,FOODS_3,FOODS,4137,7137.76,1441,0.0003109554657213336,0.7091697773325901,A,1441,1.3469812630117974,0.7148166524089999,Lumpy
FOODS_2_367,FOODS_2,FOODS,1447,7136.75,828,0.00031091146521972264,0.7094806887978099,A,828,2.3442028985507246,0.4316604635296095,Intermittent
HOUSEHOLD_1_059,HOUSEHOLD_1,HOUSEHOLD,2403,7135.610000000001,1008,0.0003108618012872113,0.7097915505990972,A,1008,1.9255952380952381,0.425731852233902,Intermittent
HOUSEHOLD_1_421,HOUSEHOLD_1,HOUSEHOLD,1154,7132.0,647,0.000310704532167592,0.7101022551312648,A,647,3.0,0.3920497715431605,Intermittent
FOODS_3_593,FOODS_3,FOODS,1106,7131.43,680,0.00031067970020133627,0.7104129348314662,A,680,2.8544117647058824,0.3290910291300976,Intermittent
FOODS_2_102,FOODS_2,FOODS,650,7130.500000000001,322,0.00031063918488797177,0.7107235740163541,A,322,6.027950310559007,0.3653476377444744,Intermittent
FOODS_3_598,FOODS_3,FOODS,3728,7112.74,1089,0.0003098654730972684,0.7110334394894514,A,1089,1.7823691460055096,0.6038890910100596,Lumpy
FOODS_3_267,FOODS_3,FOODS,3347,7110.36,1045,0.0003097617887469376,0.7113432012781984,A,1045,1.8574162679425836,0.6010402902704338,Lumpy
HOBBIES_1_126,HOBBIES_1,HOBBIES,742,7108.360000000001,465,0.00030967465904077737,0.7116528759372391,A,465,4.174193548387096,0.27761477008279145,Intermittent
FOODS_3_386,FOODS_3,FOODS,2839,7106.74,1008,0.0003096040839787875,0.711962480021218,A,1008,1.9255952380952381,0.3674310159207645,Intermittent
HOUSEHOLD_1_505,HOUSEHOLD_1,HOUSEHOLD,2836,7102.740000000001,1122,0.000309429824566467,0.7122719098457845,A,1122,1.7299465240641712,0.3358914238694228,Intermittent
FOODS_3_712,FOODS_3,FOODS,1945,7094.22,958,0.0003090586520182241,0.7125809684978027,A,958,2.0260960334029225,0.4299688462174741,Intermittent
HOUSEHOLD_1_375,HOUSEHOLD_1,HOUSEHOLD,890,7093.3,653,0.00030901857235339036,0.7128899870701562,A,653,2.972434915773354,0.22373866781089047,Intermittent
HOUSEHOLD_2_500,HOUSEHOLD_2,HOUSEHOLD,1213,7083.92,801,0.00030860993403149863,0.7131985970041876,A,801,2.4232209737827715,0.2769425752479494,Intermittent
FOODS_3_731,FOODS_3,FOODS,2377,7083.46,890,0.00030858989419908176,0.7135071868983868,A,890,2.1808988764044943,0.4072555591995014,Intermittent
HOBBIES_1_120,HOBBIES_1,HOBBIES,645,7082.1,483,0.00030853064599889273,0.7138157175443857,A,483,4.0186335403726705,0.19971400936695638,Intermittent
HOUSEHOLD_1_328,HOUSEHOLD_1,HOUSEHOLD,1505,7074.3099999999995,631,0.0003081912757933984,0.7141239088201791,A,631,3.076069730586371,0.40610047578226754,Intermittent
HOBBIES_1_084,HOBBIES_1,HOBBIES,1683,7067.23,993,0.00030788283663359096,0.7144317916568127,A,993,1.9546827794561934,0.2865484621248249,Intermittent
FOODS_1_031,FOODS_1,FOODS,2089,7063.3,951,0.000307711626760986,0.7147395032835737,A,951,2.0410094637223977,0.7736194037667649,Lumpy
HOUSEHOLD_1_327,HOUSEHOLD_1,HOUSEHOLD,7295,7059.099999999999,1426,0.00030752865437804936,0.7150470319379517,A,1426,1.3611500701262271,0.5696498783263502,Lumpy
FOODS_3_289,FOODS_3,FOODS,2519,7057.82,1274,0.00030747289136610683,0.7153545048293178,A,1274,1.5235478806907379,0.3822453654330784,Intermittent
FOODS_3_367,FOODS_3,FOODS,2675,7049.8,1083,0.0003071235012444041,0.7156616283305622,A,1083,1.7922437673130194,0.46412921390998746,Intermittent
FOODS_2_346,FOODS_2,FOODS,2978,7032.54,455,0.00030637157188024075,0.7159679999024425,A,455,4.265934065934066,0.3869136371989912,Intermittent
HOUSEHOLD_2_051,HOUSEHOLD_2,HOUSEHOLD,707,7032.34,467,0.00030636285890962476,0.7162743627613521,A,467,4.1563169164882225,0.35266143937700983,Intermittent
FOODS_3_108,FOODS_3,FOODS,7027,7027.0,1459,0.00030613022259417676,0.7165804929839463,A,1459,1.3303632625085675,0.4292232132664872,Intermittent
FOODS_1_154,FOODS_1,FOODS,4761,7021.1,1113,0.0003058731899610039,0.7168863661739073,A,1113,1.743935309973046,0.7596619400103498,Lumpy
FOODS_2_217,FOODS_2,FOODS,1760,7006.62,884,0.00030524237088840343,0.7171916085447957,A,884,2.1957013574660635,0.33139761144857394,Intermittent
HOBBIES_1_159,HOBBIES_1,HOBBIES,2162,7004.88,1002,0.000305166568044044,0.7174967751128397,A,1002,1.937125748502994,0.49591364819752526,Lumpy
FOODS_2_332,FOODS_2,FOODS,1875,7004.0599999999995,954,0.0003051308448645182,0.7178019059577042,A,954,2.0345911949685536,0.46827709649527866,Intermittent
FOODS_1_026,FOODS_1,FOODS,1007,7003.860000000001,657,0.0003051221318939022,0.7181070280895981,A,657,2.954337899543379,0.3539970731678453,Intermittent
FOODS_2_317,FOODS_2,FOODS,550,6990.7,397,0.0003045488184273675,0.7184115769080255,A,397,4.889168765743073,0.27371424993739046,Intermittent
HOBBIES_1_370,HOBBIES_1,HOBBIES,14676,6988.320000000001,1357,0.0003044451340770368,0.7187160220421025,A,1357,1.4303610906411202,1.0819530008624836,Lumpy
HOUSEHOLD_1_255,HOUSEHOLD_1,HOUSEHOLD,750,6987.3,539,0.000304400697926895,0.7190204227400294,A,539,3.601113172541744,0.31142578438661705,Intermittent
HOUSEHOLD_1_009,HOUSEHOLD_1,HOUSEHOLD,388,6972.36,285,0.00030374983902187766,0.7193241725790513,A,285,6.810526315789474,0.23514860285103106,Intermittent
HOUSEHOLD_1_278,HOUSEHOLD_1,HOUSEHOLD,1143,6968.41,853,0.0003035777578522111,0.7196277503369035,A,853,2.275498241500586,0.20617550091530942,Intermittent
HOUSEHOLD_1_179,HOUSEHOLD_1,HOUSEHOLD,7238,6966.19,1552,0.00030348104387837313,0.7199312313807819,A,1552,1.2506443298969072,0.5546490284015547,Erratic
HOBBIES_1_143,HOBBIES_1,HOBBIES,796,6954.849999999999,572,0.00030298701844444433,0.7202342183992263,A,572,3.3933566433566433,0.29868383712470603,Intermittent
FOODS_3_126,FOODS_3,FOODS,1975,6940.099999999999,1063,0.00030234443686151215,0.7205365628360878,A,1063,1.825964252116651,0.38285630429475676,Intermittent
FOODS_3_110,FOODS_3,FOODS,664,6929.72,436,0.0003018922336865403,0.7208384550697743,A,436,4.451834862385321,0.30009677263269935,Intermittent
HOUSEHOLD_1_351,HOUSEHOLD_1,HOUSEHOLD,7077,6922.45,1177,0.00030157551720464765,0.721140030586979,A,1177,1.64910790144435,0.4675602369890952,Intermittent
FOODS_3_566,FOODS_3,FOODS,6916,6916.0,859,0.0003012945239022807,0.7214413251108812,A,859,2.2596041909196742,1.0253933807033704,Lumpy
FOODS_3_800,FOODS_3,FOODS,3214,6912.79,982,0.0003011546807238934,0.7217424797916051,A,982,1.9765784114052953,0.6962848364133053,Lumpy
FOODS_1_061,FOODS_1,FOODS,3200,6907.120000000001,1226,0.00030090766800692907,0.722043387459612,A,1226,1.5831973898858076,0.44738014477040844,Intermittent
FOODS_2_175,FOODS_2,FOODS,2837,6894.44,868,0.00030035526566987275,0.7223437427252819,A,868,2.236175115207373,0.5018920526877497,Lumpy
FOODS_3_073,FOODS_3,FOODS,2349,6889.7,291,0.0003001487682662729,0.7226438914935481,A,291,6.670103092783505,0.5729932668267039,Lumpy
HOUSEHOLD_1_039,HOUSEHOLD_1,HOUSEHOLD,2439,6887.89,1023,0.00030006991588219786,0.7229439614094303,A,1023,1.8973607038123168,0.4083153915644561,Intermittent
HOUSEHOLD_2_246,HOUSEHOLD_2,HOUSEHOLD,873,6870.51,679,0.00029931275873566494,0.7232432741681659,A,679,2.858615611192931,0.17895771878072753,Intermittent
FOODS_2_289,FOODS_2,FOODS,2734,6861.0,1021,0.00029889845698287274,0.7235421726251487,A,1021,1.901077375122429,0.5358311130759292,Lumpy
HOUSEHOLD_2_511,HOUSEHOLD_2,HOUSEHOLD,2412,6859.52,1070,0.00029883398100031416,0.723841006606149,A,1070,1.814018691588785,0.3414644218113997,Intermittent
HOUSEHOLD_1_431,HOUSEHOLD_1,HOUSEHOLD,919,6857.1900000000005,406,0.00029873247489263743,0.7241397390810417,A,406,4.780788177339901,0.5738587748436654,Lumpy
HOBBIES_1_203,HOBBIES_1,HOBBIES,525,6849.5,388,0.0002983974611724511,0.7244381365422141,A,388,5.002577319587629,0.2210540807537485,Intermittent
HOBBIES_1_298,HOBBIES_1,HOBBIES,1653,6848.099999999999,913,0.00029833647037813885,0.7247364730125923,A,913,2.1259583789704273,0.3814075672047064,Intermittent
HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,1383,6847.92,734,0.0002983286287045845,0.7250348016412969,A,734,2.6444141689373297,0.37934107605085876,Intermittent
HOBBIES_1_253,HOBBIES_1,HOBBIES,534,6847.5,354,0.0002983103314662908,0.7253331119727632,A,354,5.483050847457627,0.3740735800019525,Intermittent
HOUSEHOLD_1_224,HOUSEHOLD_1,HOUSEHOLD,828,6844.99,566,0.0002982009836850596,0.7256313129564482,A,566,3.429328621908127,0.2635932066030597,Intermittent
FOODS_3_116,FOODS_3,FOODS,6078,6840.48,1390,0.00029800450619766813,0.7259293174626459,A,1390,1.3964028776978417,0.5059493296314632,Lumpy
FOODS_3_012,FOODS_3,FOODS,3093,6838.5,1019,0.0002979182477885695,0.7262272357104345,A,1019,1.9048086359175662,0.4845612285487191,Intermittent
HOUSEHOLD_1_093,HOUSEHOLD_1,HOUSEHOLD,1726,6825.88,751,0.00029736845934269805,0.7265246041697772,A,751,2.5845539280958723,0.3956016151764283,Intermittent
HOUSEHOLD_1_113,HOUSEHOLD_1,HOUSEHOLD,1167,6822.61,609,0.00029722600227312596,0.7268218301720503,A,609,3.187192118226601,0.5010882451352118,Lumpy
FOODS_2_309,FOODS_2,FOODS,2601,6820.18,1132,0.00029712013968014126,0.7271189503117305,A,1132,1.7146643109540636,0.43119309396517513,Intermittent
HOBBIES_1_151,HOBBIES_1,HOBBIES,1370,6813.5,953,0.00029682912646156586,0.727415779438192,A,953,2.036726128016789,0.2361164809575592,Intermittent
HOUSEHOLD_1_508,HOUSEHOLD_1,HOUSEHOLD,1411,6809.64,756,0.00029666096612867654,0.7277124404043207,A,756,2.5674603174603177,0.415019959264019,Intermittent
HOUSEHOLD_2_403,HOUSEHOLD_2,HOUSEHOLD,1337,6804.74,825,0.0002964474983485838,0.7280088879026693,A,825,2.3527272727272726,0.31248196315126825,Intermittent
FOODS_3_664,FOODS_3,FOODS,3151,6800.53,947,0.0002962640903171164,0.7283051519929864,A,947,2.0496304118268216,0.7694269469364069,Lumpy
FOODS_3_609,FOODS_3,FOODS,2281,6797.38,834,0.00029612686102991394,0.7286012788540163,A,834,2.327338129496403,0.5421911664141554,Lumpy
HOBBIES_1_309,HOBBIES_1,HOBBIES,1329,6795.4800000000005,795,0.0002960440878090617,0.7288973229418253,A,795,2.4415094339622643,0.3818631660983099,Intermittent
HOUSEHOLD_1_511,HOUSEHOLD_1,HOUSEHOLD,1130,6792.7699999999995,747,0.00029592602705721445,0.7291932489688825,A,747,2.5983935742971886,0.2522603229965669,Intermittent
HOUSEHOLD_2_172,HOUSEHOLD_2,HOUSEHOLD,1097,6787.01,738,0.00029567509350347283,0.729488924062386,A,738,2.630081300813008,0.3158660625067594,Intermittent
HOUSEHOLD_1_205,HOUSEHOLD_1,HOUSEHOLD,1139,6785.91,748,0.00029562717216508467,0.7297845512345511,A,748,2.5949197860962565,0.3352141766740231,Intermittent
FOODS_3_559,FOODS_3,FOODS,2378,6779.08,1261,0.0002953296242185473,0.7300798808587696,A,1261,1.5392545598731167,0.3123389740031209,Intermittent
FOODS_2_208,FOODS_2,FOODS,968,6778.200000000001,583,0.0002952912871478368,0.7303751721459175,A,583,3.3293310463121784,0.33951925534634025,Intermittent
HOUSEHOLD_1_456,HOUSEHOLD_1,HOUSEHOLD,971,6767.87,506,0.0002948412622155189,0.7306700134081331,A,506,3.83596837944664,0.605320416624535,Lumpy
HOBBIES_1_341,HOBBIES_1,HOBBIES,14316,6767.400000000001,1432,0.0002948207867345712,0.7309648341948677,A,1432,1.3554469273743017,1.0005727993086027,Lumpy
HOUSEHOLD_2_045,HOUSEHOLD_2,HOUSEHOLD,811,6762.58,559,0.0002946108041427249,0.7312594449990104,A,559,3.4722719141323792,0.3119606242820903,Intermittent
FOODS_3_283,FOODS_3,FOODS,2416,6760.78,1106,0.0002945323874071806,0.7315539773864176,A,1106,1.7549728752260398,0.4245085875808008,Intermittent
HOUSEHOLD_2_349,HOUSEHOLD_2,HOUSEHOLD,1409,6759.23,794,0.0002944648618849064,0.7318484422483025,A,794,2.4445843828715366,0.37667958958075526,Intermittent
FOODS_3_344,FOODS_3,FOODS,3290,6755.68,771,0.00029431020665647193,0.732142752454959,A,771,2.517509727626459,0.3759377505007162,Intermittent
FOODS_3_715,FOODS_3,FOODS,1697,6754.0599999999995,926,0.000294239631594482,0.7324369920865534,A,926,2.0961123110151187,0.3473442931880628,Intermittent
HOUSEHOLD_2_128,HOUSEHOLD_2,HOUSEHOLD,1145,6749.89,665,0.0002940579661571379,0.7327310500527106,A,665,2.918796992481203,0.4224196992006855,Intermittent
HOUSEHOLD_1_319,HOUSEHOLD_1,HOUSEHOLD,3429,6739.5,1422,0.0002936053273336352,0.7330246553800442,A,1422,1.3649789029535866,0.3255941384038531,Intermittent
HOUSEHOLD_1_007,HOUSEHOLD_1,HOUSEHOLD,4466,6735.5,1411,0.0002934310679213146,0.7333180864479656,A,1411,1.3756201275691,0.47195104678460686,Intermittent
HOUSEHOLD_1_089,HOUSEHOLD_1,HOUSEHOLD,1314,6735.24,847,0.0002934197410595137,0.7336115061890252,A,847,2.291617473435655,0.3396314675426865,Intermittent
HOUSEHOLD_1_075,HOUSEHOLD_1,HOUSEHOLD,2467,6734.91,1209,0.0002934053646579973,0.7339049115536832,A,1209,1.6054590570719602,0.38192484603899746,Intermittent
HOBBIES_1_403,HOBBIES_1,HOBBIES,503,6725.99,423,0.0002930167661685224,0.7341979283198518,A,423,4.588652482269503,0.13552506674218864,Intermittent
HOBBIES_1_048,HOBBIES_1,HOBBIES,14320,6723.52,1200,0.00029290916098141445,0.7344908374808332,A,1200,1.6175,0.6980591667384881,Lumpy
HOBBIES_1_046,HOBBIES_1,HOBBIES,356,6721.0,257,0.0002927993775516525,0.7347836368583849,A,257,7.552529182879377,0.23790651679475444,Intermittent
HOBBIES_1_008,HOBBIES_1,HOBBIES,14137,6711.4400000000005,1403,0.0002923828975562063,0.7350760197559411,A,1403,1.383464005702067,0.8706692970616959,Lumpy
HOUSEHOLD_2_356,HOUSEHOLD_2,HOUSEHOLD,680,6711.400000000001,535,0.00029238115496208313,0.7353684009109032,A,535,3.62803738317757,0.20134953766701677,Intermittent
FOODS_2_232,FOODS_2,FOODS,2736,6708.51,1223,0.0002922552525366815,0.7356606561634399,A,1223,1.5870809484873263,0.604215060108301,Lumpy
FOODS_2_206,FOODS_2,FOODS,623,6698.14,351,0.0002918034850102404,0.7359524596484501,A,351,5.52991452991453,0.35661943028514476,Intermittent
FOODS_2_327,FOODS_2,FOODS,3369,6694.48,1257,0.000291644037647967,0.736244103686098,A,1257,1.5441527446300716,0.5190910653694771,Lumpy
FOODS_3_225,FOODS_3,FOODS,3379,6690.42,1296,0.00029146716434446166,0.7365355708504425,A,1296,1.4976851851851851,0.49926578403667515,Lumpy
FOODS_3_328,FOODS_3,FOODS,1784,6684.42,985,0.0002912057752259808,0.7368267766256685,A,985,1.9705583756345177,0.3410566507768854,Intermittent
FOODS_1_074,FOODS_1,FOODS,2989,6684.14,1033,0.00029119357706711835,0.7371179702027356,A,1033,1.8789932236205227,0.42779405698860024,Intermittent
FOODS_3_616,FOODS_3,FOODS,2264,6683.22,1064,0.0002911534974022846,0.7374091237001379,A,1064,1.824248120300752,0.5399323450215728,Lumpy
FOODS_1_054,FOODS_1,FOODS,3541,6682.88,1418,0.0002911386853522374,0.7377002623854901,A,1418,1.3688293370944993,0.4882700607441502,Intermittent
FOODS_3_034,FOODS_3,FOODS,2669,6682.76,848,0.00029113345756986774,0.73799139584306,A,848,2.2889150943396226,0.3900323781907016,Intermittent
HOUSEHOLD_1_128,HOUSEHOLD_1,HOUSEHOLD,2497,6674.97,1149,0.0002907940873643734,0.7382821899304243,A,1149,1.6892950391644908,0.3313573563892433,Intermittent
HOUSEHOLD_1_325,HOUSEHOLD_1,HOUSEHOLD,1869,6673.89,982,0.0002907470373230469,0.7385729369677473,A,982,1.9765784114052953,0.45864031773743347,Intermittent
HOUSEHOLD_2_071,HOUSEHOLD_2,HOUSEHOLD,1036,6673.42,647,0.0002907265618420992,0.7388636635295894,A,647,3.0,0.3134176616707967,Intermittent
FOODS_2_157,FOODS_2,FOODS,1767,6672.35,985,0.0002906799474493035,0.7391543434770388,A,985,1.9705583756345177,0.3591097169754918,Intermittent
FOODS_2_298,FOODS_2,FOODS,520,6666.05,378,0.00029040548887489855,0.7394447489659137,A,378,5.134920634920635,0.4045910567702042,Intermittent
FOODS_2_305,FOODS_2,FOODS,770,6661.460000000001,580,0.00029020552619926074,0.739734954492113,A,580,3.3465517241379312,0.21142879281631746,Intermittent
FOODS_3_385,FOODS_3,FOODS,2235,6660.3,1065,0.0002901549909696877,0.7400251094830828,A,1065,1.8225352112676056,0.39835010480121363,Intermittent
FOODS_2_045,FOODS_2,FOODS,956,6658.04,528,0.00029005653440172655,0.7403151660174845,A,528,3.6761363636363638,0.33632788640326683,Intermittent
FOODS_1_036,FOODS_1,FOODS,3812,6656.7,1221,0.0002899981574985992,0.7406051641749831,A,1221,1.5896805896805897,0.43197621829535193,Intermittent
