dataset,column_name,data_type,missing_values,missing_percent,unique_values
m5_sales,d_641,int64,0,0.0,59
m5_sales,d_642,int64,0,0.0,61
m5_sales,d_643,int64,0,0.0,68
m5_sales,d_644,int64,0,0.0,69
m5_sales,d_645,int64,0,0.0,86
m5_sales,d_646,int64,0,0.0,83
m5_sales,d_647,int64,0,0.0,67
m5_sales,d_648,int64,0,0.0,66
m5_sales,d_649,int64,0,0.0,61
m5_sales,d_650,int64,0,0.0,62
m5_sales,d_651,int64,0,0.0,68
m5_sales,d_652,int64,0,0.0,80
m5_sales,d_653,int64,0,0.0,80
m5_sales,d_654,int64,0,0.0,64
m5_sales,d_655,int64,0,0.0,59
m5_sales,d_656,int64,0,0.0,64
m5_sales,d_657,int64,0,0.0,63
m5_sales,d_658,int64,0,0.0,65
m5_sales,d_659,int64,0,0.0,78
m5_sales,d_660,int64,0,0.0,76
m5_sales,d_661,int64,0,0.0,60
m5_sales,d_662,int64,0,0.0,70
m5_sales,d_663,int64,0,0.0,84
m5_sales,d_664,int64,0,0.0,81
m5_sales,d_665,int64,0,0.0,71
m5_sales,d_666,int64,0,0.0,66
m5_sales,d_667,int64,0,0.0,62
m5_sales,d_668,int64,0,0.0,52
m5_sales,d_669,int64,0,0.0,50
m5_sales,d_670,int64,0,0.0,53
m5_sales,d_671,int64,0,0.0,53
m5_sales,d_672,int64,0,0.0,65
m5_sales,d_673,int64,0,0.0,77
m5_sales,d_674,int64,0,0.0,78
m5_sales,d_675,int64,0,0.0,72
m5_sales,d_676,int64,0,0.0,59
m5_sales,d_677,int64,0,0.0,68
m5_sales,d_678,int64,0,0.0,65
m5_sales,d_679,int64,0,0.0,65
m5_sales,d_680,int64,0,0.0,79
m5_sales,d_681,int64,0,0.0,77
m5_sales,d_682,int64,0,0.0,65
m5_sales,d_683,int64,0,0.0,64
m5_sales,d_684,int64,0,0.0,66
m5_sales,d_685,int64,0,0.0,63
m5_sales,d_686,int64,0,0.0,71
m5_sales,d_687,int64,0,0.0,83
m5_sales,d_688,int64,0,0.0,82
m5_sales,d_689,int64,0,0.0,63
m5_sales,d_690,int64,0,0.0,61
m5_sales,d_691,int64,0,0.0,70
m5_sales,d_692,int64,0,0.0,68
m5_sales,d_693,int64,0,0.0,75
m5_sales,d_694,int64,0,0.0,85
m5_sales,d_695,int64,0,0.0,87
m5_sales,d_696,int64,0,0.0,88
m5_sales,d_697,int64,0,0.0,2
m5_sales,d_698,int64,0,0.0,67
m5_sales,d_699,int64,0,0.0,62
m5_sales,d_700,int64,0,0.0,65
m5_sales,d_701,int64,0,0.0,72
m5_sales,d_702,int64,0,0.0,74
m5_sales,d_703,int64,0,0.0,82
m5_sales,d_704,int64,0,0.0,58
m5_sales,d_705,int64,0,0.0,68
m5_sales,d_706,int64,0,0.0,75
m5_sales,d_707,int64,0,0.0,66
m5_sales,d_708,int64,0,0.0,85
m5_sales,d_709,int64,0,0.0,82
m5_sales,d_710,int64,0,0.0,68
m5_sales,d_711,int64,0,0.0,69
m5_sales,d_712,int64,0,0.0,63
m5_sales,d_713,int64,0,0.0,64
m5_sales,d_714,int64,0,0.0,65
m5_sales,d_715,int64,0,0.0,91
m5_sales,d_716,int64,0,0.0,78
m5_sales,d_717,int64,0,0.0,66
m5_sales,d_718,int64,0,0.0,67
m5_sales,d_719,int64,0,0.0,57
m5_sales,d_720,int64,0,0.0,56
m5_sales,d_721,int64,0,0.0,63
m5_sales,d_722,int64,0,0.0,76
m5_sales,d_723,int64,0,0.0,71
m5_sales,d_724,int64,0,0.0,59
m5_sales,d_725,int64,0,0.0,56
m5_sales,d_726,int64,0,0.0,51
m5_sales,d_727,int64,0,0.0,52
m5_sales,d_728,int64,0,0.0,56
m5_sales,d_729,int64,0,0.0,72
m5_sales,d_730,int64,0,0.0,70
m5_sales,d_731,int64,0,0.0,54
m5_sales,d_732,int64,0,0.0,58
m5_sales,d_733,int64,0,0.0,49
m5_sales,d_734,int64,0,0.0,54
m5_sales,d_735,int64,0,0.0,68
m5_sales,d_736,int64,0,0.0,87
m5_sales,d_737,int64,0,0.0,82
m5_sales,d_738,int64,0,0.0,62
m5_sales,d_739,int64,0,0.0,64
m5_sales,d_740,int64,0,0.0,67
m5_sales,d_741,int64,0,0.0,64
m5_sales,d_742,int64,0,0.0,74
m5_sales,d_743,int64,0,0.0,83
m5_sales,d_744,int64,0,0.0,73
m5_sales,d_745,int64,0,0.0,74
m5_sales,d_746,int64,0,0.0,72
m5_sales,d_747,int64,0,0.0,85
m5_sales,d_748,int64,0,0.0,68
m5_sales,d_749,int64,0,0.0,74
m5_sales,d_750,int64,0,0.0,81
m5_sales,d_751,int64,0,0.0,83
m5_sales,d_752,int64,0,0.0,66
m5_sales,d_753,int64,0,0.0,62
m5_sales,d_754,int64,0,0.0,61
m5_sales,d_755,int64,0,0.0,67
m5_sales,d_756,int64,0,0.0,68
m5_sales,d_757,int64,0,0.0,79
m5_sales,d_758,int64,0,0.0,78
m5_sales,d_759,int64,0,0.0,60
m5_sales,d_760,int64,0,0.0,55
m5_sales,d_761,int64,0,0.0,59
m5_sales,d_762,int64,0,0.0,59
m5_sales,d_763,int64,0,0.0,74
m5_sales,d_764,int64,0,0.0,87
m5_sales,d_765,int64,0,0.0,92
m5_sales,d_766,int64,0,0.0,72
m5_sales,d_767,int64,0,0.0,67
m5_sales,d_768,int64,0,0.0,65
m5_sales,d_769,int64,0,0.0,64
m5_sales,d_770,int64,0,0.0,68
m5_sales,d_771,int64,0,0.0,89
m5_sales,d_772,int64,0,0.0,80
m5_sales,d_773,int64,0,0.0,68
m5_sales,d_774,int64,0,0.0,67
m5_sales,d_775,int64,0,0.0,62
m5_sales,d_776,int64,0,0.0,67
m5_sales,d_777,int64,0,0.0,74
m5_sales,d_778,int64,0,0.0,81
m5_sales,d_779,int64,0,0.0,77
m5_sales,d_780,int64,0,0.0,64
m5_sales,d_781,int64,0,0.0,59
m5_sales,d_782,int64,0,0.0,58
m5_sales,d_783,int64,0,0.0,58
m5_sales,d_784,int64,0,0.0,65
m5_sales,d_785,int64,0,0.0,74
m5_sales,d_786,int64,0,0.0,73
m5_sales,d_787,int64,0,0.0,59
m5_sales,d_788,int64,0,0.0,63
m5_sales,d_789,int64,0,0.0,60
m5_sales,d_790,int64,0,0.0,63
m5_sales,d_791,int64,0,0.0,73
m5_sales,d_792,int64,0,0.0,91
m5_sales,d_793,int64,0,0.0,72
m5_sales,d_794,int64,0,0.0,69
m5_sales,d_795,int64,0,0.0,68
m5_sales,d_796,int64,0,0.0,70
m5_sales,d_797,int64,0,0.0,63
m5_sales,d_798,int64,0,0.0,69
m5_sales,d_799,int64,0,0.0,79
m5_sales,d_800,int64,0,0.0,84
m5_sales,d_801,int64,0,0.0,66
m5_sales,d_802,int64,0,0.0,69
m5_sales,d_803,int64,0,0.0,63
m5_sales,d_804,int64,0,0.0,66
m5_sales,d_805,int64,0,0.0,72
m5_sales,d_806,int64,0,0.0,78
m5_sales,d_807,int64,0,0.0,80
m5_sales,d_808,int64,0,0.0,69
m5_sales,d_809,int64,0,0.0,64
m5_sales,d_810,int64,0,0.0,56
m5_sales,d_811,int64,0,0.0,54
m5_sales,d_812,int64,0,0.0,64
m5_sales,d_813,int64,0,0.0,70
m5_sales,d_814,int64,0,0.0,74
m5_sales,d_815,int64,0,0.0,62
m5_sales,d_816,int64,0,0.0,61
m5_sales,d_817,int64,0,0.0,57
m5_sales,d_818,int64,0,0.0,58
m5_sales,d_819,int64,0,0.0,60
m5_sales,d_820,int64,0,0.0,62
m5_sales,d_821,int64,0,0.0,73
m5_sales,d_822,int64,0,0.0,55
m5_sales,d_823,int64,0,0.0,60
m5_sales,d_824,int64,0,0.0,65
m5_sales,d_825,int64,0,0.0,66
m5_sales,d_826,int64,0,0.0,72
m5_sales,d_827,int64,0,0.0,80
m5_sales,d_828,int64,0,0.0,72
m5_sales,d_829,int64,0,0.0,67
m5_sales,d_830,int64,0,0.0,64
m5_sales,d_831,int64,0,0.0,64
m5_sales,d_832,int64,0,0.0,65
m5_sales,d_833,int64,0,0.0,62
m5_sales,d_834,int64,0,0.0,85
m5_sales,d_835,int64,0,0.0,78
m5_sales,d_836,int64,0,0.0,71
m5_sales,d_837,int64,0,0.0,64
m5_sales,d_838,int64,0,0.0,68
m5_sales,d_839,int64,0,0.0,58
m5_sales,d_840,int64,0,0.0,63
m5_sales,d_841,int64,0,0.0,75
m5_sales,d_842,int64,0,0.0,83
m5_sales,d_843,int64,0,0.0,68
m5_sales,d_844,int64,0,0.0,61
m5_sales,d_845,int64,0,0.0,56
m5_sales,d_846,int64,0,0.0,59
m5_sales,d_847,int64,0,0.0,63
m5_sales,d_848,int64,0,0.0,78
m5_sales,d_849,int64,0,0.0,72
m5_sales,d_850,int64,0,0.0,72
m5_sales,d_851,int64,0,0.0,61
m5_sales,d_852,int64,0,0.0,54
m5_sales,d_853,int64,0,0.0,59
m5_sales,d_854,int64,0,0.0,68
m5_sales,d_855,int64,0,0.0,78
m5_sales,d_856,int64,0,0.0,87
m5_sales,d_857,int64,0,0.0,72
m5_sales,d_858,int64,0,0.0,66
m5_sales,d_859,int64,0,0.0,71
m5_sales,d_860,int64,0,0.0,65
m5_sales,d_861,int64,0,0.0,68
m5_sales,d_862,int64,0,0.0,81
m5_sales,d_863,int64,0,0.0,83
m5_sales,d_864,int64,0,0.0,71
m5_sales,d_865,int64,0,0.0,67
m5_sales,d_866,int64,0,0.0,66
m5_sales,d_867,int64,0,0.0,69
m5_sales,d_868,int64,0,0.0,75
m5_sales,d_869,int64,0,0.0,83
m5_sales,d_870,int64,0,0.0,81
m5_sales,d_871,int64,0,0.0,69
m5_sales,d_872,int64,0,0.0,63
m5_sales,d_873,int64,0,0.0,61
m5_sales,d_874,int64,0,0.0,63
m5_sales,d_875,int64,0,0.0,69
m5_sales,d_876,int64,0,0.0,79
m5_sales,d_877,int64,0,0.0,81
m5_sales,d_878,int64,0,0.0,64
m5_sales,d_879,int64,0,0.0,65
m5_sales,d_880,int64,0,0.0,64
m5_sales,d_881,int64,0,0.0,68
m5_sales,d_882,int64,0,0.0,77
m5_sales,d_883,int64,0,0.0,91
m5_sales,d_884,int64,0,0.0,93
m5_sales,d_885,int64,0,0.0,75
m5_sales,d_886,int64,0,0.0,72
m5_sales,d_887,int64,0,0.0,82
m5_sales,d_888,int64,0,0.0,86
m5_sales,d_889,int64,0,0.0,77
m5_sales,d_890,int64,0,0.0,81
m5_sales,d_891,int64,0,0.0,79
m5_sales,d_892,int64,0,0.0,73
m5_sales,d_893,int64,0,0.0,78
m5_sales,d_894,int64,0,0.0,68
m5_sales,d_895,int64,0,0.0,69
m5_sales,d_896,int64,0,0.0,75
m5_sales,d_897,int64,0,0.0,80
m5_sales,d_898,int64,0,0.0,86
m5_sales,d_899,int64,0,0.0,70
m5_sales,d_900,int64,0,0.0,68
m5_sales,d_901,int64,0,0.0,67
m5_sales,d_902,int64,0,0.0,72
m5_sales,d_903,int64,0,0.0,71
m5_sales,d_904,int64,0,0.0,77
m5_sales,d_905,int64,0,0.0,80
m5_sales,d_906,int64,0,0.0,66
m5_sales,d_907,int64,0,0.0,66
m5_sales,d_908,int64,0,0.0,62
m5_sales,d_909,int64,0,0.0,65
m5_sales,d_910,int64,0,0.0,68
m5_sales,d_911,int64,0,0.0,80
m5_sales,d_912,int64,0,0.0,80
m5_sales,d_913,int64,0,0.0,68
m5_sales,d_914,int64,0,0.0,60
m5_sales,d_915,int64,0,0.0,64
m5_sales,d_916,int64,0,0.0,76
m5_sales,d_917,int64,0,0.0,80
m5_sales,d_918,int64,0,0.0,89
m5_sales,d_919,int64,0,0.0,87
m5_sales,d_920,int64,0,0.0,82
m5_sales,d_921,int64,0,0.0,78
m5_sales,d_922,int64,0,0.0,78
m5_sales,d_923,int64,0,0.0,77
m5_sales,d_924,int64,0,0.0,79
m5_sales,d_925,int64,0,0.0,82
m5_sales,d_926,int64,0,0.0,96
m5_sales,d_927,int64,0,0.0,82
m5_sales,d_928,int64,0,0.0,75
m5_sales,d_929,int64,0,0.0,76
m5_sales,d_930,int64,0,0.0,78
m5_sales,d_931,int64,0,0.0,78
m5_sales,d_932,int64,0,0.0,82
m5_sales,d_933,int64,0,0.0,90
m5_sales,d_934,int64,0,0.0,77
m5_sales,d_935,int64,0,0.0,70
m5_sales,d_936,int64,0,0.0,69
m5_sales,d_937,int64,0,0.0,69
m5_sales,d_938,int64,0,0.0,81
m5_sales,d_939,int64,0,0.0,94
m5_sales,d_940,int64,0,0.0,97
m5_sales,d_941,int64,0,0.0,73
m5_sales,d_942,int64,0,0.0,76
m5_sales,d_943,int64,0,0.0,70
m5_sales,d_944,int64,0,0.0,71
m5_sales,d_945,int64,0,0.0,89
m5_sales,d_946,int64,0,0.0,91
m5_sales,d_947,int64,0,0.0,97
m5_sales,d_948,int64,0,0.0,91
m5_sales,d_949,int64,0,0.0,81
m5_sales,d_950,int64,0,0.0,71
m5_sales,d_951,int64,0,0.0,73
m5_sales,d_952,int64,0,0.0,80
m5_sales,d_953,int64,0,0.0,85
m5_sales,d_954,int64,0,0.0,94
m5_sales,d_955,int64,0,0.0,81
m5_sales,d_956,int64,0,0.0,78
m5_sales,d_957,int64,0,0.0,70
m5_sales,d_958,int64,0,0.0,78
m5_sales,d_959,int64,0,0.0,78
m5_sales,d_960,int64,0,0.0,88
m5_sales,d_961,int64,0,0.0,89
m5_sales,d_962,int64,0,0.0,70
m5_sales,d_963,int64,0,0.0,68
m5_sales,d_964,int64,0,0.0,63
m5_sales,d_965,int64,0,0.0,68
m5_sales,d_966,int64,0,0.0,70
m5_sales,d_967,int64,0,0.0,79
m5_sales,d_968,int64,0,0.0,81
m5_sales,d_969,int64,0,0.0,65
m5_sales,d_970,int64,0,0.0,65
m5_sales,d_971,int64,0,0.0,60
m5_sales,d_972,int64,0,0.0,62
m5_sales,d_973,int64,0,0.0,70
m5_sales,d_974,int64,0,0.0,78
m5_sales,d_975,int64,0,0.0,75
m5_sales,d_976,int64,0,0.0,64
m5_sales,d_977,int64,0,0.0,69
m5_sales,d_978,int64,0,0.0,68
m5_sales,d_979,int64,0,0.0,70
m5_sales,d_980,int64,0,0.0,70
m5_sales,d_981,int64,0,0.0,85
m5_sales,d_982,int64,0,0.0,90
m5_sales,d_983,int64,0,0.0,70
m5_sales,d_984,int64,0,0.0,68
m5_sales,d_985,int64,0,0.0,67
m5_sales,d_986,int64,0,0.0,69
m5_sales,d_987,int64,0,0.0,72
m5_sales,d_988,int64,0,0.0,83
m5_sales,d_989,int64,0,0.0,83
m5_sales,d_990,int64,0,0.0,69
m5_sales,d_991,int64,0,0.0,66
m5_sales,d_992,int64,0,0.0,62
m5_sales,d_993,int64,0,0.0,60
m5_sales,d_994,int64,0,0.0,58
m5_sales,d_995,int64,0,0.0,77
m5_sales,d_996,int64,0,0.0,73
m5_sales,d_997,int64,0,0.0,54
m5_sales,d_998,int64,0,0.0,55
m5_sales,d_999,int64,0,0.0,55
m5_sales,d_1000,int64,0,0.0,53
m5_sales,d_1001,int64,0,0.0,64
m5_sales,d_1002,int64,0,0.0,78
m5_sales,d_1003,int64,0,0.0,75
m5_sales,d_1004,int64,0,0.0,58
m5_sales,d_1005,int64,0,0.0,60
m5_sales,d_1006,int64,0,0.0,65
m5_sales,d_1007,int64,0,0.0,59
m5_sales,d_1008,int64,0,0.0,74
m5_sales,d_1009,int64,0,0.0,80
m5_sales,d_1010,int64,0,0.0,84
m5_sales,d_1011,int64,0,0.0,63
m5_sales,d_1012,int64,0,0.0,61
m5_sales,d_1013,int64,0,0.0,64
m5_sales,d_1014,int64,0,0.0,66
m5_sales,d_1015,int64,0,0.0,70
m5_sales,d_1016,int64,0,0.0,82
m5_sales,d_1017,int64,0,0.0,81
m5_sales,d_1018,int64,0,0.0,72
m5_sales,d_1019,int64,0,0.0,65
m5_sales,d_1020,int64,0,0.0,60
m5_sales,d_1021,int64,0,0.0,60
m5_sales,d_1022,int64,0,0.0,71
m5_sales,d_1023,int64,0,0.0,82
m5_sales,d_1024,int64,0,0.0,81
m5_sales,d_1025,int64,0,0.0,60
m5_sales,d_1026,int64,0,0.0,61
m5_sales,d_1027,int64,0,0.0,53
m5_sales,d_1028,int64,0,0.0,60
m5_sales,d_1029,int64,0,0.0,64
m5_sales,d_1030,int64,0,0.0,74
m5_sales,d_1031,int64,0,0.0,69
m5_sales,d_1032,int64,0,0.0,64
m5_sales,d_1033,int64,0,0.0,64
m5_sales,d_1034,int64,0,0.0,79
m5_sales,d_1035,int64,0,0.0,66
m5_sales,d_1036,int64,0,0.0,63
m5_sales,d_1037,int64,0,0.0,60
m5_sales,d_1038,int64,0,0.0,69
m5_sales,d_1039,int64,0,0.0,75
m5_sales,d_1040,int64,0,0.0,76
m5_sales,d_1041,int64,0,0.0,66
m5_sales,d_1042,int64,0,0.0,73
m5_sales,d_1043,int64,0,0.0,75
m5_sales,d_1044,int64,0,0.0,85
m5_sales,d_1045,int64,0,0.0,74
m5_sales,d_1046,int64,0,0.0,66
m5_sales,d_1047,int64,0,0.0,63
m5_sales,d_1048,int64,0,0.0,67
m5_sales,d_1049,int64,0,0.0,64
m5_sales,d_1050,int64,0,0.0,73
m5_sales,d_1051,int64,0,0.0,76
m5_sales,d_1052,int64,0,0.0,79
m5_sales,d_1053,int64,0,0.0,63
m5_sales,d_1054,int64,0,0.0,63
m5_sales,d_1055,int64,0,0.0,60
m5_sales,d_1056,int64,0,0.0,67
m5_sales,d_1057,int64,0,0.0,62
m5_sales,d_1058,int64,0,0.0,75
m5_sales,d_1059,int64,0,0.0,70
m5_sales,d_1060,int64,0,0.0,69
m5_sales,d_1061,int64,0,0.0,71
m5_sales,d_1062,int64,0,0.0,5
m5_sales,d_1063,int64,0,0.0,71
m5_sales,d_1064,int64,0,0.0,70
m5_sales,d_1065,int64,0,0.0,70
m5_sales,d_1066,int64,0,0.0,68
m5_sales,d_1067,int64,0,0.0,66
m5_sales,d_1068,int64,0,0.0,83
m5_sales,d_1069,int64,0,0.0,56
m5_sales,d_1070,int64,0,0.0,67
m5_sales,d_1071,int64,0,0.0,73
m5_sales,d_1072,int64,0,0.0,83
m5_sales,d_1073,int64,0,0.0,92
m5_sales,d_1074,int64,0,0.0,67
m5_sales,d_1075,int64,0,0.0,68
m5_sales,d_1076,int64,0,0.0,66
m5_sales,d_1077,int64,0,0.0,63
m5_sales,d_1078,int64,0,0.0,60
m5_sales,d_1079,int64,0,0.0,83
m5_sales,d_1080,int64,0,0.0,85
m5_sales,d_1081,int64,0,0.0,65
m5_sales,d_1082,int64,0,0.0,64
m5_sales,d_1083,int64,0,0.0,59
m5_sales,d_1084,int64,0,0.0,65
m5_sales,d_1085,int64,0,0.0,68
m5_sales,d_1086,int64,0,0.0,73
m5_sales,d_1087,int64,0,0.0,72
m5_sales,d_1088,int64,0,0.0,58
m5_sales,d_1089,int64,0,0.0,55
m5_sales,d_1090,int64,0,0.0,55
m5_sales,d_1091,int64,0,0.0,50
m5_sales,d_1092,int64,0,0.0,57
m5_sales,d_1093,int64,0,0.0,70
m5_sales,d_1094,int64,0,0.0,77
m5_sales,d_1095,int64,0,0.0,61
m5_sales,d_1096,int64,0,0.0,54
m5_sales,d_1097,int64,0,0.0,48
m5_sales,d_1098,int64,0,0.0,58
m5_sales,d_1099,int64,0,0.0,66
m5_sales,d_1100,int64,0,0.0,82
m5_sales,d_1101,int64,0,0.0,79
m5_sales,d_1102,int64,0,0.0,73
m5_sales,d_1103,int64,0,0.0,61
m5_sales,d_1104,int64,0,0.0,64
m5_sales,d_1105,int64,0,0.0,67
m5_sales,d_1106,int64,0,0.0,55
m5_sales,d_1107,int64,0,0.0,71
m5_sales,d_1108,int64,0,0.0,75
m5_sales,d_1109,int64,0,0.0,59
m5_sales,d_1110,int64,0,0.0,65
m5_sales,d_1111,int64,0,0.0,65
m5_sales,d_1112,int64,0,0.0,71
m5_sales,d_1113,int64,0,0.0,66
m5_sales,d_1114,int64,0,0.0,68
m5_sales,d_1115,int64,0,0.0,72
m5_sales,d_1116,int64,0,0.0,64
m5_sales,d_1117,int64,0,0.0,56
m5_sales,d_1118,int64,0,0.0,55
m5_sales,d_1119,int64,0,0.0,53
m5_sales,d_1120,int64,0,0.0,59
m5_sales,d_1121,int64,0,0.0,64
m5_sales,d_1122,int64,0,0.0,68
m5_sales,d_1123,int64,0,0.0,52
m5_sales,d_1124,int64,0,0.0,51
m5_sales,d_1125,int64,0,0.0,46
m5_sales,d_1126,int64,0,0.0,52
m5_sales,d_1127,int64,0,0.0,59
m5_sales,d_1128,int64,0,0.0,64
m5_sales,d_1129,int64,0,0.0,73
m5_sales,d_1130,int64,0,0.0,63
m5_sales,d_1131,int64,0,0.0,56
m5_sales,d_1132,int64,0,0.0,56
m5_sales,d_1133,int64,0,0.0,59
m5_sales,d_1134,int64,0,0.0,57
m5_sales,d_1135,int64,0,0.0,72
m5_sales,d_1136,int64,0,0.0,81
m5_sales,d_1137,int64,0,0.0,64
m5_sales,d_1138,int64,0,0.0,65
m5_sales,d_1139,int64,0,0.0,68
m5_sales,d_1140,int64,0,0.0,60
m5_sales,d_1141,int64,0,0.0,67
m5_sales,d_1142,int64,0,0.0,72
m5_sales,d_1143,int64,0,0.0,75
m5_sales,d_1144,int64,0,0.0,59
m5_sales,d_1145,int64,0,0.0,56
m5_sales,d_1146,int64,0,0.0,54
m5_sales,d_1147,int64,0,0.0,55
m5_sales,d_1148,int64,0,0.0,65
m5_sales,d_1149,int64,0,0.0,72
m5_sales,d_1150,int64,0,0.0,75
m5_sales,d_1151,int64,0,0.0,60
m5_sales,d_1152,int64,0,0.0,52
m5_sales,d_1153,int64,0,0.0,50
m5_sales,d_1154,int64,0,0.0,57
m5_sales,d_1155,int64,0,0.0,56
m5_sales,d_1156,int64,0,0.0,72
m5_sales,d_1157,int64,0,0.0,74
m5_sales,d_1158,int64,0,0.0,55
m5_sales,d_1159,int64,0,0.0,58
m5_sales,d_1160,int64,0,0.0,58
m5_sales,d_1161,int64,0,0.0,66
m5_sales,d_1162,int64,0,0.0,64
m5_sales,d_1163,int64,0,0.0,78
m5_sales,d_1164,int64,0,0.0,81
m5_sales,d_1165,int64,0,0.0,69
m5_sales,d_1166,int64,0,0.0,69
m5_sales,d_1167,int64,0,0.0,71
m5_sales,d_1168,int64,0,0.0,66
m5_sales,d_1169,int64,0,0.0,73
m5_sales,d_1170,int64,0,0.0,78
m5_sales,d_1171,int64,0,0.0,79
m5_sales,d_1172,int64,0,0.0,67
m5_sales,d_1173,int64,0,0.0,64
m5_sales,d_1174,int64,0,0.0,62
m5_sales,d_1175,int64,0,0.0,61
m5_sales,d_1176,int64,0,0.0,65
m5_sales,d_1177,int64,0,0.0,80
m5_sales,d_1178,int64,0,0.0,84
m5_sales,d_1179,int64,0,0.0,61
m5_sales,d_1180,int64,0,0.0,55
m5_sales,d_1181,int64,0,0.0,58
m5_sales,d_1182,int64,0,0.0,58
m5_sales,d_1183,int64,0,0.0,64
m5_sales,d_1184,int64,0,0.0,67
m5_sales,d_1185,int64,0,0.0,74
m5_sales,d_1186,int64,0,0.0,58
m5_sales,d_1187,int64,0,0.0,61
m5_sales,d_1188,int64,0,0.0,59
m5_sales,d_1189,int64,0,0.0,66
m5_sales,d_1190,int64,0,0.0,71
m5_sales,d_1191,int64,0,0.0,83
m5_sales,d_1192,int64,0,0.0,77
m5_sales,d_1193,int64,0,0.0,67
m5_sales,d_1194,int64,0,0.0,61
m5_sales,d_1195,int64,0,0.0,57
m5_sales,d_1196,int64,0,0.0,65
m5_sales,d_1197,int64,0,0.0,69
m5_sales,d_1198,int64,0,0.0,75
m5_sales,d_1199,int64,0,0.0,78
m5_sales,d_1200,int64,0,0.0,76
m5_sales,d_1201,int64,0,0.0,65
m5_sales,d_1202,int64,0,0.0,68
m5_sales,d_1203,int64,0,0.0,64
m5_sales,d_1204,int64,0,0.0,61
m5_sales,d_1205,int64,0,0.0,67
m5_sales,d_1206,int64,0,0.0,73
m5_sales,d_1207,int64,0,0.0,57
m5_sales,d_1208,int64,0,0.0,53
m5_sales,d_1209,int64,0,0.0,59
m5_sales,d_1210,int64,0,0.0,56
m5_sales,d_1211,int64,0,0.0,57
m5_sales,d_1212,int64,0,0.0,68
m5_sales,d_1213,int64,0,0.0,67
m5_sales,d_1214,int64,0,0.0,62
m5_sales,d_1215,int64,0,0.0,54
m5_sales,d_1216,int64,0,0.0,49
m5_sales,d_1217,int64,0,0.0,53
m5_sales,d_1218,int64,0,0.0,59
m5_sales,d_1219,int64,0,0.0,64
m5_sales,d_1220,int64,0,0.0,73
m5_sales,d_1221,int64,0,0.0,67
m5_sales,d_1222,int64,0,0.0,66
m5_sales,d_1223,int64,0,0.0,61
m5_sales,d_1224,int64,0,0.0,67
m5_sales,d_1225,int64,0,0.0,68
m5_sales,d_1226,int64,0,0.0,78
m5_sales,d_1227,int64,0,0.0,82
m5_sales,d_1228,int64,0,0.0,76
m5_sales,d_1229,int64,0,0.0,67
m5_sales,d_1230,int64,0,0.0,63
m5_sales,d_1231,int64,0,0.0,67
m5_sales,d_1232,int64,0,0.0,74
m5_sales,d_1233,int64,0,0.0,80
m5_sales,d_1234,int64,0,0.0,81
m5_sales,d_1235,int64,0,0.0,67
m5_sales,d_1236,int64,0,0.0,61
m5_sales,d_1237,int64,0,0.0,62
m5_sales,d_1238,int64,0,0.0,60
m5_sales,d_1239,int64,0,0.0,70
m5_sales,d_1240,int64,0,0.0,75
m5_sales,d_1241,int64,0,0.0,70
m5_sales,d_1242,int64,0,0.0,61
m5_sales,d_1243,int64,0,0.0,55
m5_sales,d_1244,int64,0,0.0,51
m5_sales,d_1245,int64,0,0.0,53
m5_sales,d_1246,int64,0,0.0,66
m5_sales,d_1247,int64,0,0.0,66
m5_sales,d_1248,int64,0,0.0,76
m5_sales,d_1249,int64,0,0.0,67
m5_sales,d_1250,int64,0,0.0,65
m5_sales,d_1251,int64,0,0.0,69
m5_sales,d_1252,int64,0,0.0,80
m5_sales,d_1253,int64,0,0.0,75
m5_sales,d_1254,int64,0,0.0,74
m5_sales,d_1255,int64,0,0.0,89
m5_sales,d_1256,int64,0,0.0,72
m5_sales,d_1257,int64,0,0.0,67
m5_sales,d_1258,int64,0,0.0,69
m5_sales,d_1259,int64,0,0.0,69
m5_sales,d_1260,int64,0,0.0,77
m5_sales,d_1261,int64,0,0.0,86
m5_sales,d_1262,int64,0,0.0,78
m5_sales,d_1263,int64,0,0.0,76
m5_sales,d_1264,int64,0,0.0,73
m5_sales,d_1265,int64,0,0.0,67
m5_sales,d_1266,int64,0,0.0,66
m5_sales,d_1267,int64,0,0.0,73
m5_sales,d_1268,int64,0,0.0,79
m5_sales,d_1269,int64,0,0.0,78
m5_sales,d_1270,int64,0,0.0,62
m5_sales,d_1271,int64,0,0.0,62
m5_sales,d_1272,int64,0,0.0,65
m5_sales,d_1273,int64,0,0.0,65
m5_sales,d_1274,int64,0,0.0,67
m5_sales,d_1275,int64,0,0.0,75
m5_sales,d_1276,int64,0,0.0,86
m5_sales,d_1277,int64,0,0.0,61
m5_sales,d_1278,int64,0,0.0,63
m5_sales,d_1279,int64,0,0.0,61
m5_sales,d_1280,int64,0,0.0,64
m5_sales,d_1281,int64,0,0.0,76
m5_sales,d_1282,int64,0,0.0,81
m5_sales,d_1283,int64,0,0.0,91
m5_sales,d_1284,int64,0,0.0,70
m5_sales,d_1285,int64,0,0.0,74
m5_sales,d_1286,int64,0,0.0,66
m5_sales,d_1287,int64,0,0.0,71
m5_sales,d_1288,int64,0,0.0,75
m5_sales,d_1289,int64,0,0.0,81
m5_sales,d_1290,int64,0,0.0,80
m5_sales,d_1291,int64,0,0.0,70
